frame_idx,seconds
0,0.09568816199998764
1,0.09564270000009856
2,0.09501934900004017
3,0.09385005400008595
4,0.09400114599998233
5,0.0939519979999659
6,0.09424831299998004
7,0.09441796100009014
8,0.09621327300010307
9,0.09303057399984027
10,0.09405222000009417
11,0.09416553500000191
12,0.09364638700003525
13,0.09402325700011716
14,0.09683616099982828
15,0.093821442999797
16,0.09583768100014822
17,0.09448490400018272
18,0.09393427600002724
19,0.09479821899981289
20,0.09469623700010743
21,0.0952396069999395
22,0.09443879399987054
23,0.09486988599996948
24,0.09592655100004777
25,0.09493932999998833
26,0.09478440500015495
27,0.0942524609999964
28,0.09396194299984018
29,0.09354694300009214
30,0.09256794499992793
31,0.10013854600015293
32,0.09567468099999132
33,0.09544920000007551
34,0.09416044299996429
35,0.09444988599989301
36,0.09470857099995555
37,0.09433425700012776
38,0.09524464500009344
39,0.09468999699993219
40,0.09404533099996115
41,0.09557753299986871
42,0.0954591629999868
43,0.09394835000011881
44,0.09447070100009114
45,0.0954424410001593
46,0.09346051699981217
47,0.09390457199992852
48,0.0961750320000192
49,0.09529031099987151
50,0.09527055200010182
51,0.0967166980001366
52,0.09847504700019272
53,0.09756815999980972
54,0.10155922900003134
55,0.0950308489998406
56,0.09700934599982247
57,0.10454816900005426
58,0.09575580999990052
59,0.09909702799996012
60,0.10169421000000511
61,0.10020787800021935
62,0.10037319299999581
63,0.11347224899986941
64,0.09957423099990592
65,0.10292244900006153
66,0.09941734299991367
67,0.09806989999992766
68,0.09892304699997112
69,0.09789738199992826
70,0.10955054999999447
71,0.10993319900012466
72,0.09822169599988229
73,0.09403705399995488
74,0.10030841599996165
75,0.10548239000013382
76,0.1106641789999685
77,0.11960025899998072
78,0.09957291599994278
79,0.11438137699997242
80,0.10577870399993117
81,0.11510878399985813
82,0.09625477299982776
83,0.101843560999896
84,0.100346712000146
85,0.10871686700011196
86,0.09936556499997096
87,0.09658108700000412
88,0.09598236600004384
89,0.11085991900017689
90,0.1004964700000528
91,0.0974316419999468
92,0.0951042750000397
93,0.1173622249998516
94,0.10704031399995984
95,0.09744679000004908
96,0.1218909970000368
97,0.11612835599999016
98,0.09943121299988888
99,0.11345421200007877
